ROOM_CODE|ROOM_DESCRIPTION|ROOM_TYPE|ROOM_TYPEDESCRIPTION|ROOM_CHARACTERISTIC|ROOM_CHARACTERISTICDESCRIPTION|
ROO.2B-CV|Room CITY VIEW TWO BEDS|ROO|Room|2B-CV|CITY VIEW TWO BEDS|
ROO.2B-DX|Room DELUXE TWO BEDS|ROO|Room|2B-DX|DELUXE TWO BEDS|
ROO.2D|Room TWO DOUBLE BEDS|ROO|Room|2D|TWO DOUBLE BEDS|
ROO.2D-1|Room TWO DOUBLE BEDS|ROO|Room|2D-1|TWO DOUBLE BEDS|
ROO.2D-2|Room TWO DOUBLE BEDS|ROO|Room|2D-2|TWO DOUBLE BEDS|
ROO.2D-AS|Room CLASSIC TWO DOUBLE BEDS|ROO|Room|2D-AS|CLASSIC TWO DOUBLE BEDS|
ROO.2D-CV|Room CITY VIEW TWO DOUBLE BEDS|ROO|Room|2D-CV|CITY VIEW TWO DOUBLE BEDS|
ROO.2D-DX|Room DELUXE TWO DOUBLE BEDS|ROO|Room|2D-DX|DELUXE TWO DOUBLE BEDS|
ROO.2D-EJ|Room EXECUTIVE 2 DOUBLE BEDS|ROO|Room|2D-EJ|EXECUTIVE 2 DOUBLE BEDS|
ROO.2D-NM|Room TWO DOUBLE BEDS NON SMOKING|ROO|Room|2D-NM|TWO DOUBLE BEDS NON SMOKING|
ROO.2D-OF|Room OCEAN FRONT TWO DOUBLE BEDS|ROO|Room|2D-OF|OCEAN FRONT TWO DOUBLE BEDS|
ROO.2D-OV|Room OCEAN VIEW TWO DOUBLE BEDS|ROO|Room|2D-OV|OCEAN VIEW TWO DOUBLE BEDS|
ROO.2D-PO|Room PARTIAL OCEAN VIEW TWO DOUBLE BEDS|ROO|Room|2D-PO|PARTIAL OCEAN VIEW TWO DOUBLE BEDS|
ROO.2D-SU|Room SUPERIOR TWO DOUBLE BEDS|ROO|Room|2D-SU|SUPERIOR TWO DOUBLE BEDS|
ROO.2D-VP|Room POOL VIEW TWO DOUBLE BEDS|ROO|Room|2D-VP|POOL VIEW TWO DOUBLE BEDS|
ROO.2K|Room TWO KING BEDS|ROO|Room|2K|TWO KING BEDS|
ROO.2K-1|Room TWO KING BEDS|ROO|Room|2K-1|TWO KING BEDS|
ROO.2Q|Room TWO QUEEN BEDS|ROO|Room|2Q|TWO QUEEN BEDS|
ROO.2Q-1|Room TWO QUEEN BEDS|ROO|Room|2Q-1|TWO QUEEN BEDS|
ROO.2Q-2|Room TWO QUEEN BEDS|ROO|Room|2Q-2|TWO QUEEN BEDS|
ROO.2Q-3|Room TWO QUEEN BEDS|ROO|Room|2Q-3|TWO QUEEN BEDS|
ROO.2Q-4|Room TWO QUEEN BEDS|ROO|Room|2Q-4|TWO QUEEN BEDS|
ROO.2Q-5|Room TWO QUEEN BEDS|ROO|Room|2Q-5|TWO QUEEN BEDS|
ROO.2Q-6|Room TWO QUEEN BEDS|ROO|Room|2Q-6|TWO QUEEN BEDS|
ROO.2Q-AS|Room CLASSIC TWO QUEEN BEDS|ROO|Room|2Q-AS|CLASSIC TWO QUEEN BEDS|
ROO.2Q-B1|Room TWO QUEEN BEDS ONE BEDROOM|ROO|Room|2Q-B1|TWO QUEEN BEDS ONE BEDROOM|
ROO.2Q-CB|Room CLUB TWO QUEEN BEDS|ROO|Room|2Q-CB|CLUB TWO QUEEN BEDS|
ROO.2Q-CV|Room CITY VIEW TWO QUEEN BEDS|ROO|Room|2Q-CV|CITY VIEW TWO QUEEN BEDS|
ROO.2Q-DX|Room DELUXE TWO QUEEN BEDS|ROO|Room|2Q-DX|DELUXE TWO QUEEN BEDS|
ROO.2Q-EJ|Room EXECUTIVE TWO QUEEN BEDS|ROO|Room|2Q-EJ|EXECUTIVE TWO QUEEN BEDS|
ROO.2Q-GV|Room GARDEN VIEW TWO QUEEN BEDS|ROO|Room|2Q-GV|GARDEN VIEW TWO QUEEN BEDS|
ROO.2Q-NM|Room TWO QUEEN BEDS NON SMOKING|ROO|Room|2Q-NM|TWO QUEEN BEDS NON SMOKING|
ROO.2Q-OV|Room OCEAN VIEW TWO QUEEN BEDS|ROO|Room|2Q-OV|OCEAN VIEW TWO QUEEN BEDS|
ROO.2W-B1|Room ONE BEDROOM TWO BATHROOMS|ROO|Room|2W-B1|ONE BEDROOM TWO BATHROOMS|
ROO.2W-B2|Room TWO BEDROOMS TWO BATHROOMS|ROO|Room|2W-B2|TWO BEDROOMS TWO BATHROOMS|
ROO.2W-B3|Room THREE BEDROOMS TWO BATHROOMS|ROO|Room|2W-B3|THREE BEDROOMS TWO BATHROOMS|
ROO.3B|Room THREE BEDS|ROO|Room|3B|THREE BEDS|
ROO.3W-B3|Room THREE BEDROOMS THREE BATHROOMS|ROO|Room|3W-B3|THREE BEDROOMS THREE BATHROOMS|
ROO.AC|Room WITH AIR CONDITIONING|ROO|Room|AC|WITH AIR CONDITIONING|
ROO.AS|Room CLASSIC|ROO|Room|AS|CLASSIC|
ROO.AS-1|Room CLASSIC|ROO|Room|AS-1|CLASSIC|
ROO.AS-2|Room CLASSIC|ROO|Room|AS-2|CLASSIC|
ROO.AS-3|Room CLASSIC|ROO|Room|AS-3|CLASSIC|
ROO.AS-4|Room CLASSIC|ROO|Room|AS-4|CLASSIC|
ROO.AS-6|Room CLASSIC|ROO|Room|AS-6|CLASSIC|
ROO.AS-B1|Room CLASSIC ONE BEDROOM|ROO|Room|AS-B1|CLASSIC ONE BEDROOM|
ROO.AS-B2|Room CLASSIC TWO BEDROOMS|ROO|Room|AS-B2|CLASSIC TWO BEDROOMS|
ROO.AS-BL|Room CLASSIC WITH BALCONY|ROO|Room|AS-BL|CLASSIC WITH BALCONY|
ROO.AS-CV|Room CLASSIC CITY VIEW|ROO|Room|AS-CV|CLASSIC CITY VIEW|
ROO.AS-DX|Room CLASSIC DELUXE|ROO|Room|AS-DX|CLASSIC DELUXE|
ROO.AS-GV|Room CLASSIC GARDEN VIEW|ROO|Room|AS-GV|CLASSIC GARDEN VIEW|
ROO.AS-KG|Room CLASSIC KING BED|ROO|Room|AS-KG|CLASSIC KING BED|
ROO.AS-OV|Room CLASSIC OCEAN VIEW|ROO|Room|AS-OV|CLASSIC OCEAN VIEW|
ROO.AS-PV|Room CLASSIC PARK VIEW|ROO|Room|AS-PV|CLASSIC PARK VIEW|
ROO.AS-QN|Room CLASSIC QUEEN BED|ROO|Room|AS-QN|CLASSIC QUEEN BED|
ROO.AS-RE|Room CLASSIC RESORT VIEW|ROO|Room|AS-RE|CLASSIC RESORT VIEW|
ROO.AS-TR|Room CLASSIC WITH TERRACE|ROO|Room|AS-TR|CLASSIC WITH TERRACE|
ROO.AS-VM|Room CLASSIC SEA VIEW|ROO|Room|AS-VM|CLASSIC SEA VIEW|
ROO.AS-VN|Room CLASSIC MOUNTAIN VIEW|ROO|Room|AS-VN|CLASSIC MOUNTAIN VIEW|
ROO.AS-VP|Room CLASSIC POOL VIEW|ROO|Room|AS-VP|CLASSIC POOL VIEW|
ROO.AX|Room ANNEX|ROO|Room|AX|ANNEX|
ROO.B1|Room ONE BEDROOM|ROO|Room|B1|ONE BEDROOM|
ROO.B1-1|Room ONE BEDROOM|ROO|Room|B1-1|ONE BEDROOM|
ROO.B1-2|Room ONE BEDROOM|ROO|Room|B1-2|ONE BEDROOM|
ROO.B1-4|Room ONE BEDROOM|ROO|Room|B1-4|ONE BEDROOM|
ROO.B1-C6|Room CAPACITY 6 ONE BEDROOM|ROO|Room|B1-C6|CAPACITY 6 ONE BEDROOM|
ROO.B1-CV|Room CITY VIEW ONE BEDROOM|ROO|Room|B1-CV|CITY VIEW ONE BEDROOM|
ROO.B1-DX|Room DELUXE ONE BEDROOM|ROO|Room|B1-DX|DELUXE ONE BEDROOM|
ROO.B1-DX-OV|Room DELUXE OCEAN VIEW ONE BEDROOM|ROO|Room|B1-DX-OV|DELUXE OCEAN VIEW ONE BEDROOM|
ROO.B1-EJ|Room EXECUTIVE ONE BEDROOM|ROO|Room|B1-EJ|EXECUTIVE ONE BEDROOM|
ROO.B1-GV|Room GARDEN VIEW ONE BEDROOM|ROO|Room|B1-GV|GARDEN VIEW ONE BEDROOM|
ROO.B1-KG|Room KING BED ONE BEDROOM |ROO|Room|B1-KG|KING BED ONE BEDROOM |
ROO.B1-LX|Room LUXURY ONE BEDROOM|ROO|Room|B1-LX|LUXURY ONE BEDROOM|
ROO.B1-OF|Room OCEAN FRONT ONE BEDROOM|ROO|Room|B1-OF|OCEAN FRONT ONE BEDROOM|
ROO.B1-OV|Room OCEAN VIEW ONE BEDROOM|ROO|Room|B1-OV|OCEAN VIEW ONE BEDROOM|
ROO.B1-PE|Room PREMIER ONE BEDROOM|ROO|Room|B1-PE|PREMIER ONE BEDROOM|
ROO.B1-PI|Room PREMIUM ONE BEDROOM|ROO|Room|B1-PI|PREMIUM ONE BEDROOM|
ROO.B1-PO|Room PARTIAL OCEAN VIEW ONE BEDROOM|ROO|Room|B1-PO|PARTIAL OCEAN VIEW ONE BEDROOM|
ROO.B1-SU|Room SUPERIOR ONE BEDROOM|ROO|Room|B1-SU|SUPERIOR ONE BEDROOM|
ROO.B1-VM|Room SEA VIEW ONE BEDROOM|ROO|Room|B1-VM|SEA VIEW ONE BEDROOM|
ROO.B1-VP|Room POOL VIEW ONE BEDROOM|ROO|Room|B1-VP|POOL VIEW ONE BEDROOM|
ROO.B2|Room TWO BEDROOMS|ROO|Room|B2|TWO BEDROOMS|
ROO.B2-1|Room TWO BEDROOMS|ROO|Room|B2-1|TWO BEDROOMS|
ROO.B2-2|Room TWO BEDROOMS|ROO|Room|B2-2|TWO BEDROOMS|
ROO.B2-3|Room TWO BEDROOMS|ROO|Room|B2-3|TWO BEDROOMS|
ROO.B2-4|Room TWO BEDROOMS|ROO|Room|B2-4|TWO BEDROOMS|
ROO.B2-5|Room TWO BEDROOMS|ROO|Room|B2-5|TWO BEDROOMS|
ROO.B2-6|Room TWO BEDROOMS|ROO|Room|B2-6|TWO BEDROOMS|
ROO.B2-BF|Room BEACH FRONT TWO BEDROOMS|ROO|Room|B2-BF|BEACH FRONT TWO BEDROOMS|
ROO.B2-C6|Room CAPACITY 6 TWO BEDROOMS|ROO|Room|B2-C6|CAPACITY 6 TWO BEDROOMS|
ROO.B2-CV|Room CITY VIEW TWO BEDROOMS|ROO|Room|B2-CV|CITY VIEW TWO BEDROOMS|
ROO.B2-DX|Room DELUXE TWO BEDROOM|ROO|Room|B2-DX|DELUXE TWO BEDROOM|
ROO.B2-EJ|Room EXECUTIVE TWO BEDROOMS|ROO|Room|B2-EJ|EXECUTIVE TWO BEDROOMS|
ROO.B2-GV|Room GARDEN VIEW TWO BEDROOMS|ROO|Room|B2-GV|GARDEN VIEW TWO BEDROOMS|
ROO.B2-KG|Room KING BED TWO BEDROOMS|ROO|Room|B2-KG|KING BED TWO BEDROOMS|
ROO.B2-LX|Room LUXURY TWO BEDROOMS|ROO|Room|B2-LX|LUXURY TWO BEDROOMS|
ROO.B2-OF|Room OCEAN FRONT TWO BEDROOMS|ROO|Room|B2-OF|OCEAN FRONT TWO BEDROOMS|
ROO.B2-OV|Room OCEAN VIEW TWO BEDROOMS|ROO|Room|B2-OV|OCEAN VIEW TWO BEDROOMS|
ROO.B2-PE|Room PREMIER TWO BEDROOMS|ROO|Room|B2-PE|PREMIER TWO BEDROOMS|
ROO.B2-PI|Room PREMIUM TWO BEDROOMS|ROO|Room|B2-PI|PREMIUM TWO BEDROOMS|
ROO.B2-PO|Room PARTIAL OCEAN VIEW TWO BEDROOMS|ROO|Room|B2-PO|PARTIAL OCEAN VIEW TWO BEDROOMS|
ROO.B2-PP|Room TWO BEDROOMS WITH PRIVATE POOL|ROO|Room|B2-PP|TWO BEDROOMS WITH PRIVATE POOL|
ROO.B2-QN|Room QUEEN BED TWO BEDROOMS|ROO|Room|B2-QN|QUEEN BED TWO BEDROOMS|
ROO.B2-SS|Room SIDE SEA VIEW TWO BEDROOMS|ROO|Room|B2-SS|SIDE SEA VIEW TWO BEDROOMS|
ROO.B2-SU|Room SUPERIOR TWO BEDROOMS|ROO|Room|B2-SU|SUPERIOR TWO BEDROOMS|
ROO.B2-TR|Room TWO BEDROOMS WITH TERRACE|ROO|Room|B2-TR|TWO BEDROOMS WITH TERRACE|
ROO.B2-VM|Room SEA VIEW TWO BEDROOMS|ROO|Room|B2-VM|SEA VIEW TWO BEDROOMS|
ROO.B2-VP|Room POOL VIEW TWO BEDROOMS|ROO|Room|B2-VP|POOL VIEW TWO BEDROOMS|
ROO.B3|Room THREE BEDROOMS|ROO|Room|B3|THREE BEDROOMS|
ROO.B3-1|Room THREE BEDROOMS|ROO|Room|B3-1|THREE BEDROOMS|
ROO.B3-2|Room THREE BEDROOMS|ROO|Room|B3-2|THREE BEDROOMS|
ROO.B3-3|Room THREE BEDROOMS|ROO|Room|B3-3|THREE BEDROOMS|
ROO.B3-4|Room THREE BEDROOMS|ROO|Room|B3-4|THREE BEDROOMS|
ROO.B3-5|Room THREE BEDROOMS|ROO|Room|B3-5|THREE BEDROOMS|
ROO.B3-6|Room THREE BEDROOMS|ROO|Room|B3-6|THREE BEDROOMS|
ROO.B3-DX|Room DELUXE THREE BEDROOM|ROO|Room|B3-DX|DELUXE THREE BEDROOM|
ROO.B3-EJ|Room EXECUTIVE THREE BEDROOMS|ROO|Room|B3-EJ|EXECUTIVE THREE BEDROOMS|
ROO.B3-OV|Room OCEAN VIEW THREE BEDROOMS|ROO|Room|B3-OV|OCEAN VIEW THREE BEDROOMS|
ROO.B3-PP|Room THREE BEDROOMS WITH PRIVATE POOL|ROO|Room|B3-PP|THREE BEDROOMS WITH PRIVATE POOL|
ROO.B3-SU|Room SUPERIOR THREE BEDROOMS|ROO|Room|B3-SU|SUPERIOR THREE BEDROOMS|
ROO.B3-VM|Room SEA VIEW THREE BEDROOMS|ROO|Room|B3-VM|SEA VIEW THREE BEDROOMS|
ROO.B4|Room FOUR BEDROOMS|ROO|Room|B4|FOUR BEDROOMS|
ROO.B4-1|Room FOUR BEDROOMS|ROO|Room|B4-1|FOUR BEDROOMS|
ROO.B4-2|Room FOUR BEDROOMS|ROO|Room|B4-2|FOUR BEDROOMS|
ROO.B4-3|Room FOUR BEDROOMS|ROO|Room|B4-3|FOUR BEDROOMS|
ROO.B4-4|Room FOUR BEDROOMS|ROO|Room|B4-4|FOUR BEDROOMS|
ROO.B4-PP|Room FOUR BEDROOMS WITH PRIVATE POOL|ROO|Room|B4-PP|FOUR BEDROOMS WITH PRIVATE POOL|
ROO.B4-SU|Room SUPERIOR FOUR BEDROOMS|ROO|Room|B4-SU|SUPERIOR FOUR BEDROOMS|
ROO.B5|Room FIVE BEDROOMS|ROO|Room|B5|FIVE BEDROOMS|
ROO.B5-1|Room FIVE BEDROOMS|ROO|Room|B5-1|FIVE BEDROOMS|
ROO.B5-PP|Room FIVE BEDROOMS WITH PRIVATE POOL|ROO|Room|B5-PP|FIVE BEDROOMS WITH PRIVATE POOL|
ROO.B6-PP|Room SIX BEDROOMS WITH PRIVATE POOL|ROO|Room|B6-PP|SIX BEDROOMS WITH PRIVATE POOL|
ROO.B6-XW|Room SIX BEDROOMS WITH MORE THAN THREE BATHROOMS|ROO|Room|B6-XW|SIX BEDROOMS WITH MORE THAN THREE BATHROOMS|
ROO.BF|Room BEACH FRONT|ROO|Room|BF|BEACH FRONT|
ROO.BF-1|Room BEACH FRONT|ROO|Room|BF-1|BEACH FRONT|
ROO.BF-CB|Room CLUB BEACH FRONT|ROO|Room|BF-CB|CLUB BEACH FRONT|
ROO.BF-DX|Room DELUXE BEACH FRONT|ROO|Room|BF-DX|DELUXE BEACH FRONT|
ROO.BF-PI|Room PREMIUM BEACH FRONT|ROO|Room|BF-PI|PREMIUM BEACH FRONT|
ROO.BK|Room BUNK BED|ROO|Room|BK|BUNK BED|
ROO.BK-1|Room BUNK BED|ROO|Room|BK-1|BUNK BED|
ROO.BK-FH|Room BUNK BED WITH SHARED BATHROOM|ROO|Room|BK-FH|BUNK BED WITH SHARED BATHROOM|
ROO.BL|Room WITH BALCONY|ROO|Room|BL|WITH BALCONY|
ROO.BL-1|Room WITH BALCONY|ROO|Room|BL-1|WITH BALCONY|
ROO.BL-6|Room WITH BALCONY|ROO|Room|BL-6|WITH BALCONY|
ROO.BL-DX|Room DELUXE WITH BALCONY|ROO|Room|BL-DX|DELUXE WITH BALCONY|
ROO.BL-DX-VM|Room DELUXE SEA VIEW WITH BALCONY|ROO|Room|BL-DX-VM|DELUXE SEA VIEW WITH BALCONY|
ROO.BL-GV|Room GARDEN VIEW WITH BALCONY|ROO|Room|BL-GV|GARDEN VIEW WITH BALCONY|
ROO.BL-OF|Room OCEAN FRONT WITH BALCONY|ROO|Room|BL-OF|OCEAN FRONT WITH BALCONY|
ROO.BL-OV|Room OCEAN VIEW WITH BALCONY|ROO|Room|BL-OV|OCEAN VIEW WITH BALCONY|
ROO.BL-SU|Room SUPERIOR WITH BALCONY|ROO|Room|BL-SU|SUPERIOR WITH BALCONY|
ROO.BL-VM|Room SEA VIEW WITH BALCONY|ROO|Room|BL-VM|SEA VIEW WITH BALCONY|
ROO.BS|Room BUSINESS|ROO|Room|BS|BUSINESS|
ROO.BS-1|Room BUSINESS|ROO|Room|BS-1|BUSINESS|
ROO.BS-2|Room BUSINESS|ROO|Room|BS-2|BUSINESS|
ROO.BS-3|Room BUSINESS|ROO|Room|BS-3|BUSINESS|
ROO.BS-CV|Room BUSINESS CITY VIEW|ROO|Room|BS-CV|BUSINESS CITY VIEW|
ROO.BS-DX|Room BUSINESS DELUXE|ROO|Room|BS-DX|BUSINESS DELUXE|
ROO.BS-KG|Room BUSINESS KING BED|ROO|Room|BS-KG|BUSINESS KING BED|
ROO.BS-QN|Room BUSINESS QUEEN BED|ROO|Room|BS-QN|BUSINESS QUEEN BED|
ROO.BS-SU|Room BUSINESS SUPERIOR|ROO|Room|BS-SU|BUSINESS SUPERIOR|
ROO.BV|Room BAY VIEW|ROO|Room|BV|BAY VIEW|
ROO.BV-1|Room BAY VIEW|ROO|Room|BV-1|BAY VIEW|
ROO.BV-DX|Room DELUXE BAY VIEW|ROO|Room|BV-DX|DELUXE BAY VIEW|
ROO.BV-KG|Room BAY VIEW KING BED|ROO|Room|BV-KG|BAY VIEW KING BED|
ROO.BV-SU|Room SUPERIOR BAY VIEW|ROO|Room|BV-SU|SUPERIOR BAY VIEW|
ROO.C1|Room CAPACITY 1|ROO|Room|C1|CAPACITY 1|
ROO.C1-1|Room CAPACITY 1|ROO|Room|C1-1|CAPACITY 1|
ROO.C2|Room CAPACITY 2|ROO|Room|C2|CAPACITY 2|
ROO.C2-1|Room CAPACITY 2|ROO|Room|C2-1|CAPACITY 2|
ROO.C2-SU|Room SUPERIOR CAPACITY 2|ROO|Room|C2-SU|SUPERIOR CAPACITY 2|
ROO.C3|Room CAPACITY 3|ROO|Room|C3|CAPACITY 3|
ROO.C3-1|Room CAPACITY 3|ROO|Room|C3-1|CAPACITY 3|
ROO.C3-SU|Room SUPERIOR CAPACITY 3|ROO|Room|C3-SU|SUPERIOR CAPACITY 3|
ROO.C4|Room CAPACITY 4|ROO|Room|C4|CAPACITY 4|
ROO.C4-1|Room CAPACITY 4|ROO|Room|C4-1|CAPACITY 4|
ROO.C5|Room CAPACITY 5|ROO|Room|C5|CAPACITY 5|
ROO.C5-1|Room CAPACITY 5|ROO|Room|C5-1|CAPACITY 5|
ROO.C5-VM|Room SEA VIEW CAPACITY 5|ROO|Room|C5-VM|SEA VIEW CAPACITY 5|
ROO.C6|Room CAPACITY 6|ROO|Room|C6|CAPACITY 6|
ROO.C6-1|Room CAPACITY 6|ROO|Room|C6-1|CAPACITY 6|
ROO.C6-FH|Room CAPACITY 6 WITH SHARED BATHROOM|ROO|Room|C6-FH|CAPACITY 6 WITH SHARED BATHROOM|
ROO.C7|Room CAPACITY 7|ROO|Room|C7|CAPACITY 7|
ROO.C7-1|Room CAPACITY 7|ROO|Room|C7-1|CAPACITY 7|
ROO.C8|Room CAPACITY 8|ROO|Room|C8|CAPACITY 8|
ROO.C8-1|Room CAPACITY 8|ROO|Room|C8-1|CAPACITY 8|
ROO.C9|Room CAPACITY 9|ROO|Room|C9|CAPACITY 9|
ROO.CB|Room CLUB|ROO|Room|CB|CLUB|
ROO.CB-1|Room CLUB|ROO|Room|CB-1|CLUB|
ROO.CB-2|Room CLUB|ROO|Room|CB-2|CLUB|
ROO.CB-3|Room CLUB|ROO|Room|CB-3|CLUB|
ROO.CB-CV|Room CLUB CITY VIEW|ROO|Room|CB-CV|CLUB CITY VIEW|
ROO.CB-DX|Room CLUB DELUXE|ROO|Room|CB-DX|CLUB DELUXE|
ROO.CB-EJ|Room CLUB EXECUTIVE|ROO|Room|CB-EJ|CLUB EXECUTIVE|
ROO.CB-GD|Room CLUB GRAND|ROO|Room|CB-GD|CLUB GRAND|
ROO.CB-HV|Room CLUB HARBOUR VIEW|ROO|Room|CB-HV|CLUB HARBOUR VIEW|
ROO.CB-KG|Room CLUB KING BED|ROO|Room|CB-KG|CLUB KING BED|
ROO.CB-LV|Room CLUB LAND VIEW|ROO|Room|CB-LV|CLUB LAND VIEW|
ROO.CB-OF|Room CLUB OCEAN FRONT|ROO|Room|CB-OF|CLUB OCEAN FRONT|
ROO.CB-OV|Room CLUB OCEAN VIEW|ROO|Room|CB-OV|CLUB OCEAN VIEW|
ROO.CB-PE|Room CLUB PREMIER|ROO|Room|CB-PE|CLUB PREMIER|
ROO.CB-PI|Room CLUB PREMIUM|ROO|Room|CB-PI|CLUB PREMIUM|
ROO.CB-QN|Room CLUB QUEEN BED|ROO|Room|CB-QN|CLUB QUEEN BED|
ROO.CB-SU|Room CLUB SUPERIOR|ROO|Room|CB-SU|CLUB SUPERIOR|
ROO.CB-VM|Room CLUB SEA VIEW|ROO|Room|CB-VM|CLUB SEA VIEW|
ROO.CC-10|Room CAPACITY 10|ROO|Room|CC-10|CAPACITY 10|
ROO.CM|Room CONNECTING ROOM|ROO|Room|CM|CONNECTING ROOM|
ROO.CM-1|Room CONNECTING ROOM|ROO|Room|CM-1|CONNECTING ROOM|
ROO.CM-2|Room CONNECTING ROOM|ROO|Room|CM-2|CONNECTING ROOM|
ROO.CV|Room CITY VIEW|ROO|Room|CV|CITY VIEW|
ROO.CV-1|Room CITY VIEW|ROO|Room|CV-1|CITY VIEW|
ROO.CV-3|Room CITY VIEW|ROO|Room|CV-3|CITY VIEW|
ROO.CV-DX|Room DELUXE CITY VIEW|ROO|Room|CV-DX|DELUXE CITY VIEW|
ROO.CV-DX-KG|Room DELUXE CITY VIEW KING BED|ROO|Room|CV-DX-KG|DELUXE CITY VIEW KING BED|
ROO.CV-EJ|Room EXECUTIVE CITY VIEW|ROO|Room|CV-EJ|EXECUTIVE CITY VIEW|
ROO.CV-GR|Room GUEST ROOM CITY VIEW|ROO|Room|CV-GR|GUEST ROOM CITY VIEW|
ROO.CV-KG|Room CITY VIEW KING BED|ROO|Room|CV-KG|CITY VIEW KING BED|
ROO.CV-LX|Room LUXURY CITY VIEW|ROO|Room|CV-LX|LUXURY CITY VIEW|
ROO.CV-PE|Room PREMIER CITY VIEW|ROO|Room|CV-PE|PREMIER CITY VIEW|
ROO.CV-PI|Room PREMIUM CITY VIEW|ROO|Room|CV-PI|PREMIUM CITY VIEW|
ROO.CV-QN|Room CITY VIEW QUEEN BED|ROO|Room|CV-QN|CITY VIEW QUEEN BED|
ROO.CV-SU|Room SUPERIOR CITY VIEW|ROO|Room|CV-SU|SUPERIOR CITY VIEW|
ROO.DB|Room WITH DOUBLE BED|ROO|Room|DB|WITH DOUBLE BED|
ROO.DB-1|Room WITH DOUBLE BED|ROO|Room|DB-1|WITH DOUBLE BED|
ROO.DB-2|Room WITH DOUBLE BED|ROO|Room|DB-2|WITH DOUBLE BED|
ROO.DB-3|Room WITH DOUBLE BED|ROO|Room|DB-3|WITH DOUBLE BED|
ROO.DB-SU|Room SUPERIOR WITH DOUBLE BED|ROO|Room|DB-SU|SUPERIOR WITH DOUBLE BED|
ROO.DP|Room DUPLEX|ROO|Room|DP|DUPLEX|
ROO.DP-1|Room DUPLEX|ROO|Room|DP-1|DUPLEX|
ROO.DP-3|Room DUPLEX|ROO|Room|DP-3|DUPLEX|
ROO.DP-SU|Room DUPLEX SUPERIOR|ROO|Room|DP-SU|DUPLEX SUPERIOR|
ROO.DX|Room DELUXE|ROO|Room|DX|DELUXE|
ROO.DX-1|Room DELUXE|ROO|Room|DX-1|DELUXE|
ROO.DX-10|Room DELUXE|ROO|Room|DX-10|DELUXE|
ROO.DX-2|Room DELUXE|ROO|Room|DX-2|DELUXE|
ROO.DX-3|Room DELUXE|ROO|Room|DX-3|DELUXE|
ROO.DX-4|Room DELUXE|ROO|Room|DX-4|DELUXE|
ROO.DX-5|Room DELUXE|ROO|Room|DX-5|DELUXE|
ROO.DX-6|Room DELUXE|ROO|Room|DX-6|DELUXE|
ROO.DX-7|Room DELUXE|ROO|Room|DX-7|DELUXE|
ROO.DX-8|Room DELUXE|ROO|Room|DX-8|DELUXE|
ROO.DX-9|Room DELUXE|ROO|Room|DX-9|DELUXE|
ROO.DX-EJ|Room DELUXE EXECUTIVE|ROO|Room|DX-EJ|DELUXE EXECUTIVE|
ROO.DX-GD|Room GRAND DELUXE|ROO|Room|DX-GD|GRAND DELUXE|
ROO.DX-GR|Room DELUXE GUEST ROOM|ROO|Room|DX-GR|DELUXE GUEST ROOM|
ROO.DX-GV|Room DELUXE GARDEN VIEW|ROO|Room|DX-GV|DELUXE GARDEN VIEW|
ROO.DX-GV-SU|Room DELUXE GARDEN VIEW SUPERIOR|ROO|Room|DX-GV-SU|DELUXE GARDEN VIEW SUPERIOR|
ROO.DX-HV|Room DELUXE HARBOUR VIEW|ROO|Room|DX-HV|DELUXE HARBOUR VIEW|
ROO.DX-JA|Room DELUXE WITH JACUZZI|ROO|Room|DX-JA|DELUXE WITH JACUZZI|
ROO.DX-KG|Room DELUXE KING BED|ROO|Room|DX-KG|DELUXE KING BED|
ROO.DX-LK|Room DELUXE LAKE VIEW|ROO|Room|DX-LK|DELUXE LAKE VIEW|
ROO.DX-LV|Room DELUXE LAND VIEW|ROO|Room|DX-LV|DELUXE LAND VIEW|
ROO.DX-MV|Room DELUXE MARINA VIEW|ROO|Room|DX-MV|DELUXE MARINA VIEW|
ROO.DX-OF|Room DELUXE OCEAN FRONT|ROO|Room|DX-OF|DELUXE OCEAN FRONT|
ROO.DX-OF-TR|Room DELUXE OCEAN FRONT WITH TERRACE|ROO|Room|DX-OF-TR|DELUXE OCEAN FRONT WITH TERRACE|
ROO.DX-OV|Room DELUXE OCEAN VIEW|ROO|Room|DX-OV|DELUXE OCEAN VIEW|
ROO.DX-OV-SU|Room DELUXE OCEAN VIEW SUPERIOR|ROO|Room|DX-OV-SU|DELUXE OCEAN VIEW SUPERIOR|
ROO.DX-PE|Room DELUXE PREMIER|ROO|Room|DX-PE|DELUXE PREMIER|
ROO.DX-PI|Room DELUXE PREMIUM|ROO|Room|DX-PI|DELUXE PREMIUM|
ROO.DX-PO|Room DELUXE PARTIAL OCEAN VIEW|ROO|Room|DX-PO|DELUXE PARTIAL OCEAN VIEW|
ROO.DX-PP|Room DELUXE WITH PRIVATE POOL|ROO|Room|DX-PP|DELUXE WITH PRIVATE POOL|
ROO.DX-PV|Room DELUXE PARK VIEW|ROO|Room|DX-PV|DELUXE PARK VIEW|
ROO.DX-QN|Room DELUXE QUEEN BED|ROO|Room|DX-QN|DELUXE QUEEN BED|
ROO.DX-RE|Room DELUXE RESORT VIEW|ROO|Room|DX-RE|DELUXE RESORT VIEW|
